ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
665-67-0748|501827221422|Emma|Bates|F|60943 Kayla Forge|Palatine|IL|60074|42.1458|-88.023|77570|Occupational therapist|1986-01-27|887035672600|adults_2550_female_urban.json
711-12-8100|4313695528620926|Kenneth|Welch|M|52595 Renee Drive Apt. 273|Alpharetta|GA|30009|34.077|-84.3033|165556|Warden/ranger|1992-05-08|980069034414|adults_2550_male_urban.json
618-78-2856|575735323660|Anita|Bell|F|6108 Williams Ferry|New Port Richey|FL|34655|28.2129|-82.6807|115083|Neurosurgeon|1966-10-07|548068468527|adults_50up_female_urban.json
783-65-2596|4010712615835|Steven|Grant|M|176 Ferguson Green|Brooklyn|NY|11236|40.6407|-73.9028|2504700|Operational researcher|1984-02-10|221098372472|adults_2550_male_urban.json
454-97-4304|4332228019442589|Wanda|Hodge|F|225 Brown Falls|West Chester|PA|19380|39.9845|-75.5962|105091|Waste management officer|1997-01-13|233377930788|adults_2550_female_urban.json
672-07-6384|4311804674130|Abigail|Caldwell|F|418 Hernandez Shoals|Middlebury|IN|46540|41.6754|-85.7114|11702|Building surveyor|1968-08-22|851347350277|adults_50up_female_urban.json
179-52-0940|180063975615477|Andrew|Flores|M|15164 Chris Trafficway|Kenosha|WI|53144|42.6058|-87.8762|112912|Lighting technician, broadcasting/film/video|1963-02-10|469568552497|adults_50up_male_urban.json
018-73-1497|3593957875207027|Alicia|Jackson|F|019 Davis Stream|Zephyrhills|FL|33542|28.2303|-82.1779|94033|Chartered public finance accountant|1994-03-29|335650281730|adults_2550_female_urban.json
207-74-3992|3596789760987315|Christopher|Henry|M|19227 Leonard Burgs Suite 598|Battle Ground|WA|98604|45.7907|-122.5318|34232|Social researcher|1998-06-29|522360955317|young_adults_male_urban.json
558-54-5774|4943191654307|Tiffany|Powers|F|31202 Brenda Knoll Apt. 576|Onalaska|WI|54650|43.8974|-91.2314|23377|Glass blower/designer|1965-01-27|313503352352|adults_50up_female_urban.json
656-59-4655|30000268764481|Maurice|Graham|M|9797 Dyer Corners Suite 365|Riverview|FL|33578|27.8633|-82.3499|85490|Physiological scientist|1938-02-27|279317935556|adults_50up_male_urban.json
034-03-6664|4537309649694|Cody|Marshall|M|95296 Manuel Causeway|Bensalem|PA|19020|40.1109|-74.9378|55493|Metallurgist|2001-04-01|513650448157|young_adults_male_urban.json
184-48-5731|2229276364315942|Thomas|Oliver|M|654 Sandoval Gateway Suite 544|Peoria|AZ|85345|33.5761|-112.2344|158093|Environmental consultant|1976-04-08|778709317235|adults_2550_male_urban.json
805-10-5003|3569993934497432|Kenneth|Nelson|M|0882 Jeffrey Ramp Suite 862|Saint Charles|MO|63301|38.8014|-90.5065|134684|Trade union research officer|2000-10-03|527091056867|young_adults_male_urban.json
590-86-8736|4132109720217076|Erin|Lam|F|46557 Michele Crossroad Apt. 300|Palmdale|CA|93551|34.6017|-118.231|171170|Immigration officer|1997-06-08|623964850083|adults_2550_female_urban.json
869-39-6251|5593900251213750|Scott|Lin|M|59570 Arellano Common Apt. 145|Vinita|OK|74301|36.6334|-95.1382|11840|Sub|1965-09-23|207439810683|adults_50up_male_urban.json
713-42-6498|6011113885034236|Sandra|Moore|F|33474 Joseph Fords|Byron|GA|31008|32.6181|-83.789|18453|Clinical cytogeneticist|1954-10-28|330792868853|adults_50up_female_urban.json
680-58-9494|6580085294690215|Maria|Compton|F|1743 Kevin Ville Suite 023|San Dimas|CA|91773|34.1023|-117.8169|33119|Software engineer|1977-11-23|870993336751|adults_2550_female_urban.json
049-21-2654|180066527523321|Joseph|Hernandez|M|20256 Jason Wells|Youngstown|OH|44512|41.0252|-80.6687|163222|Administrator|1950-06-22|22461484223|adults_50up_male_urban.json
203-33-6690|38116750762791|Lisa|Potter|F|02453 Christian Extensions Apt. 984|North Little Rock|AR|72116|34.8059|-92.2305|69370|Ranger/warden|1929-06-20|258430876528|adults_50up_female_urban.json
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Des Moines|IA|50311|41.601|-93.6729|222785|Patent attorney|2002-12-26|914468510164|young_adults_female_urban.json
677-70-7579|3577546199240655|Mark|Perez|M|72581 Eric Rapid Apt. 956|Helena|AL|35080|33.2663|-86.902|15881|Nurse, mental health|1991-10-23|587372208833|adults_2550_male_urban.json
730-33-8309|3537337912121102|Bryan|Ellis|M|58690 Shawn Causeway|San Luis|AZ|85349|32.5401|-114.755|25517|Radio producer|1969-08-02|761460541709|adults_50up_male_urban.json
818-81-3696|3551999452951718|Christopher|Thomas|M|4338 White Brooks Suite 422|Mission|TX|78574|26.3189|-98.3701|167182|Clinical scientist, histocompatibility and immunogenetics|1975-03-24|194887063687|adults_2550_male_urban.json
696-42-4271|3533083344470485|Sara|Porter|F|47020 Austin Lane Suite 195|Pontiac|MI|48340|42.668|-83.2893|59853|Energy manager|1985-10-27|750708841892|adults_2550_female_urban.json
509-33-2977|6532956342777528|Christopher|Howard|M|61658 Donald Rapids|Inglewood|CA|90304|33.9379|-118.3586|135222|Contractor|1978-04-01|717378839581|adults_2550_male_urban.json
587-93-2584|4115630295596363|David|Barnett|M|629 Beck Falls|Columbia|MO|65201|38.9382|-92.3049|139474|Archivist|1983-07-20|414169986141|adults_2550_male_urban.json
344-85-4247|3585133138004987|Samuel|Walker|M|12212 Nathan Hill|Conroe|TX|77302|30.2238|-95.3577|130233|Sales promotion account executive|2001-08-02|124053412068|young_adults_male_urban.json
552-20-7135|180087640191853|Deborah|Medina|F|4200 Thompson Parkway Suite 787|Portland|OR|97205|45.5207|-122.6888|841711|Financial risk analyst|1991-09-03|347170402655|adults_2550_female_urban.json
336-95-6353|4464196234219266|Rhonda|White|F|04104 Cheryl Place|Grants Pass|OR|97527|42.3989|-123.3538|67918|Engineer, water|1994-09-20|309721979753|adults_2550_female_urban.json
524-73-1834|2597269999498120|Jose|Gonzalez|M|36660 Jasmin Circle|Manchester|NH|03104|43.0073|-71.4482|113733|Accountant, chartered public finance|1964-07-09|821183609992|adults_50up_male_urban.json
553-44-3169|180031050524385|Stephanie|Pierce|F|8269 Donna Port|Canton|OH|44718|40.8465|-81.4408|192805|Veterinary surgeon|1979-06-27|64692720575|adults_2550_female_urban.json
408-69-7082|4633283896337614|Jonathan|Reid|M|67136 Sanford Coves Apt. 132|Hot Springs Village|AR|71909|34.6484|-92.983|15508|Risk analyst|1964-05-08|175196448812|adults_50up_male_urban.json
232-92-9975|4883527918750676|Katherine|Davis|F|5920 Melissa Via|Moss Point|MS|39562|30.5471|-88.4927|31702|Geographical information systems officer|1977-11-04|847170970224|adults_2550_female_urban.json
637-17-7653|3561781596983841|Hannah|Jimenez|F|266 Dominguez View|Woodbridge|VA|22193|38.6438|-77.3451|184039|Oceanographer|1938-07-21|423199734525|adults_50up_female_urban.json
627-46-9417|5557349899255399|Don|Graham|M|4299 Sean Road|Madison|IN|47250|38.7649|-85.407|21944|Public relations officer|1929-10-23|838131597812|adults_50up_male_urban.json
422-55-9671|4799670808974748590|Samuel|Mitchell|M|83984 Robert Gardens Suite 785|Brooklyn|NY|11207|40.6705|-73.894|2504700|Engineer, maintenance|2007-01-02|804871150347|young_adults_male_urban.json
550-69-1751|6598044509286053|Traci|Wilson|F|62706 Roberts Rapids|San Antonio|TX|78216|29.5334|-98.4975|1595797|Biochemist, clinical|1955-10-14|923495613849|adults_50up_female_urban.json
184-35-8760|4813088983057488391|Kurt|Wells|M|563 Edward Mission|New Bloomfield|PA|17068|40.4193|-77.1938|4298|Metallurgist|1977-07-10|16815649835|adults_2550_male_urban.json
001-28-0753|4661995305641840|Pamela|Lee|F|467 Wayne Neck Apt. 187|Hollister|FL|32147|29.6576|-81.7797|593|Designer, television/film set|1985-08-10|963852703688|adults_2550_female_rural.json
823-05-0512|2236510344442991|Teresa|Long|F|568 Cardenas Landing Apt. 406|Far Rockaway|NY|11691|40.6006|-73.758|71951|Curator|1997-11-13|858080338124|adults_2550_female_urban.json
120-42-5640|3572562221905335|Timothy|Holland|M|0474 Lester Hollow Suite 559|Saint Louis|MO|63118|38.5943|-90.2309|927396|Environmental health practitioner|1988-04-15|479321710054|adults_2550_male_urban.json
175-13-3798|213150712455316|Christopher|Poole|M|36221 Sarah Tunnel|Greeneville|TN|37745|36.2455|-82.8238|43989|Public house manager|1964-02-06|703424593812|adults_50up_male_urban.json
649-60-8105|4488395855852296|Mary|Jackson|F|51618 Burns Ridges Apt. 710|Hallandale|FL|33009|25.985|-80.1407|39341|Legal secretary|1974-11-14|59769782577|adults_2550_female_urban.json
873-82-0773|379147744735350|Patricia|Evans|F|71594 Gonzalez Highway Apt. 053|Harrison|ID|83833|47.5017|-116.7446|1164|Records manager|1948-01-01|586308326799|adults_50up_female_rural.json
228-25-2045|213161133892607|Jose|Hunter|M|152 Daniels Flat|Losantville|IN|47354|40.0475|-85.2108|1129|Acupuncturist|1961-01-11|907463200274|adults_50up_male_rural.json
446-24-5177|4521746535378012|Kayla|Boyer|F|7344 Crawford Street Suite 762|Garland|TX|75042|32.9185|-96.6775|226892|Therapist, drama|1972-11-17|437266635416|adults_50up_female_urban.json
067-40-3678|4299946645094|Laurie|Willis|F|010 Castillo Ports|West Palm Beach|FL|33417|26.7197|-80.1248|459921|Adult guidance worker|1969-01-13|994419325906|adults_50up_female_urban.json
853-88-5577|4189684424648844|Manuel|Crosby|M|572 Colon Overpass Suite 958|Athol|MA|01331|42.5473|-72.1839|13263|Computer games developer|1955-12-17|570996350701|adults_50up_male_urban.json
863-76-0842|4179789124883971|Steven|Murray|M|844 Cochran Turnpike Suite 367|Selma|CA|93662|36.5695|-119.617|30237|Designer, jewellery|1996-10-13|113917007014|adults_2550_male_urban.json
187-93-3566|4388568119397818|Denise|Hendricks|F|99217 Ray Land|Arlington|WA|98223|48.1829|-122.1121|40815|Interpreter|1983-10-28|614815149376|adults_2550_female_urban.json
434-75-3404|4158807053261|Alicia|Garner|F|391 John Walks|Philadelphia|PA|19107|39.9487|-75.1593|1526206|Site engineer|1972-06-20|936842534125|adults_50up_female_urban.json
486-40-2203|4513609085818102|Drew|Brown|M|3736 Rebecca Square|Harrisburg|PA|17110|40.303|-76.8862|165527|Set designer|1969-07-07|225469416426|adults_50up_male_urban.json
776-52-2292|30135896933536|Robert|Brown|M|585 Davis Roads|Basking Ridge|NJ|07920|40.6789|-74.5605|26747|Horticulturist, amenity|1951-11-24|732078733647|adults_50up_male_urban.json
089-84-5478|6539792551164360|Tina|Austin|F|377 Stephen Walk|Justice|IL|60458|41.7447|-87.8346|14428|Designer, interior/spatial|1977-05-19|655174507431|adults_2550_female_urban.json
785-84-6197|6011534281644163|Billy|Barry|M|3584 Clayton Canyon Suite 103|Capitol Heights|MD|20743|38.8897|-76.8925|38621|Surveyor, minerals|1956-05-09|2348758451|adults_50up_male_urban.json
503-28-0136|4763628144471893955|Rebecca|House|F|067 Green Throughway Apt. 922|Coppell|TX|75019|32.9673|-96.9805|38666|Risk analyst|2000-08-09|839823220797|young_adults_female_urban.json
629-66-7444|4513587271743068815|Richard|Todd|M|034 Brittany Trace Apt. 873|North Charleston|SC|29420|32.9336|-80.1026|71702|Sports therapist|1942-06-19|487349480706|adults_50up_male_urban.json
766-46-8389|4364770413090|Alexandria|Gentry|F|86028 Randy Keys Suite 204|North Lima|OH|44452|40.9649|-80.6549|3167|Broadcast journalist|1957-03-07|930527036205|adults_50up_female_urban.json
884-30-1393|3557720441007949|Brett|Lewis|M|3810 Klein Inlet Apt. 224|Sharpsburg|IA|50862|40.795|-94.6416|148|Sport and exercise psychologist|1934-10-18|515190423953|adults_50up_male_rural.json
602-94-9143|30264963225178|Ryan|Leon|M|0432 Garcia Place|Danbury|CT|06811|41.424|-73.4716|80882|Wellsite geologist|1984-12-15|38876402011|adults_2550_male_urban.json
313-49-8616|6011630702867209|Timothy|Hernandez|M|95366 Chad Lake|Boston|MA|02128|42.3642|-71.0257|386505|Engineer, chemical|1963-07-19|642285306665|adults_50up_male_urban.json
011-44-7617|30500173259006|Rebecca|Robinson|F|30722 Daniel Plains Suite 908|Freehold|NJ|07728|40.2458|-74.2768|56257|Public house manager|1980-01-22|85403704550|adults_2550_female_urban.json
400-64-2336|4045461719281704|Jordan|Torres|F|23442 Michael Course Suite 025|Fairless Hills|PA|19030|40.1748|-74.8519|12122|Education officer, community|1936-04-16|298876952198|adults_50up_female_urban.json
146-94-0279|3547726903265514|Courtney|Anderson|F|79480 Joseph Key Suite 985|Independence|OH|44131|41.3809|-81.6642|20469|Clinical research associate|1980-10-19|40296521048|adults_2550_female_urban.json
109-14-9421|4589126864986470|Justin|Moody|M|37600 Collins Green Apt. 837|Vancouver|WA|98663|45.6514|-122.6604|299480|Surveyor, hydrographic|1998-06-21|98682979484|young_adults_male_urban.json
113-74-0533|30499216400695|Nancy|Gallagher|F|9235 Joshua Grove|Smyrna|GA|30082|33.8631|-84.5382|75810|Sales professional, IT|1987-03-18|298229842867|adults_2550_female_urban.json
041-65-2585|2249865462202121|Christina|Acosta|F|55033 Bruce Brook|Greenwood|IN|46143|39.596|-86.1309|78968|Sports therapist|1953-04-12|414545936205|adults_50up_female_urban.json
813-38-6608|30391900889913|Bryan|Wilson|M|91692 Dominic Park|Indian Head|MD|20640|38.454|-77.0528|10438|Engineer, drilling|1978-06-17|502226927571|adults_2550_male_urban.json
690-69-9457|3590608548186741|Jasmine|Williams|F|984 John Crest|New York City|NY|10002|40.7152|-73.9877|1577385|Chief Strategy Officer|1947-10-20|917933349154|adults_50up_female_urban.json
457-11-1575|213151985458292|Tonya|Parker|F|40153 Farmer Harbors|Fort Worth|TX|76103|32.747|-97.2604|813980|Passenger transport manager|1973-04-24|31830500053|adults_2550_female_urban.json
330-49-9417|3549466720108245|Sierra|Le|F|818 Samantha Shoal|Fort Lauderdale|FL|33321|26.212|-80.2696|711693|Environmental education officer|1974-03-11|491831045661|adults_2550_female_urban.json
786-37-0019|4208581745273533|Jason|Moore|M|7004 Erik Court|Citrus Heights|CA|95621|38.6952|-121.3075|83966|Surveyor, minerals|1983-04-17|154405868597|adults_2550_male_urban.json
719-43-1757|213161255904610|Sophia|Brown|F|04660 Christopher Points|Auburn|CA|95603|38.9115|-121.08|45428|Financial manager|1986-10-08|156862391556|adults_2550_female_urban.json
089-04-1471|3532961512048509|Kathleen|Jordan|F|44604 Patricia Mill Suite 346|Richmond|VA|23234|37.4373|-77.4788|536907|Agricultural consultant|1967-08-05|683359666188|adults_50up_female_urban.json
341-31-0113|373472435861760|Kimberly|Martin|F|27267 William Vista Suite 656|Bear|DE|19701|39.6102|-75.6747|39194|Designer, ceramics/pottery|1949-12-31|145410093763|adults_50up_female_urban.json
079-80-7241|6584947712903502|Andrew|Proctor|M|489 Holder Drive|Everson|WA|98247|48.9045|-122.3325|9072|Comptroller|1961-05-23|344607961474|adults_50up_male_urban.json
832-27-5040|576682121560|Ryan|Jacobs|M|54920 Keller Harbor Suite 111|Hattiesburg|MS|39402|31.3098|-89.3775|82617|Video editor|1970-04-01|852521190968|adults_50up_male_urban.json
560-71-1316|213173063435943|Jonathan|Shields|M|188 Willis Manor|Dallas|OR|97338|44.9225|-123.32|20045|Software engineer|1968-08-27|444121745201|adults_50up_male_urban.json
887-03-5691|5402125434123012|Michael|Williams|M|37218 Brown Centers Apt. 203|Orleans|IN|47452|38.6535|-86.4532|5359|Civil Service fast streamer|1989-11-01|492180379270|adults_2550_male_urban.json
848-76-9903|502014003474|Robert|Allen|M|197 Williams Summit Apt. 625|Midlothian|TX|76065|32.4757|-96.9936|28986|Warehouse manager|1996-09-27|828833207962|adults_2550_male_urban.json
740-65-4234|2714785501137532|Gail|Martin|F|72887 Thomas Tunnel|Moonachie|NJ|07074|40.8394|-74.0566|2708|Psychotherapist|1987-09-24|835795242616|adults_2550_female_urban.json
733-30-7667|2316088197223993|Mark|Cruz|M|1837 Monroe Canyon Suite 681|Bell|CA|90201|33.9767|-118.1689|101279|Actor|1940-11-29|876955275189|adults_50up_male_urban.json
561-02-8996|377800244323620|Christopher|Holloway|M|069 Arnold Vista Suite 467|Mesa|AZ|85201|33.4317|-111.8469|478404|Advertising account planner|1970-10-04|882138752516|adults_50up_male_urban.json
699-88-5842|2391395215016426|Jasmine|Smith|F|35084 Julian Forest|Brooklyn|NY|11212|40.6625|-73.9145|2504700|Clinical scientist, histocompatibility and immunogenetics|1968-01-20|591073411222|adults_50up_female_urban.json
592-18-4728|180081300416916|Robin|Stewart|F|21516 Cortez Track|Toddville|MD|21672|38.2726|-76.0596|241|Statistician|1997-07-23|429450179691|adults_2550_female_rural.json
414-92-4016|4348110501474|Jason|Mack|M|8961 Kennedy Plaza|Miami|FL|33155|25.7392|-80.3103|1737737|Leisure centre manager|2003-11-22|817422262939|young_adults_male_urban.json
141-70-1252|38512395978158|Heidi|Moore|F|972 Jessica Brook|Hot Springs Village|AR|71909|34.6484|-92.983|15508|Designer, exhibition/display|1959-10-13|864558172581|adults_50up_female_urban.json
446-98-6059|4772051710730871565|Robert|Fischer|M|370 Connor Island Suite 380|Huntington|WV|25703|38.4211|-82.4227|74975|Electronics engineer|1982-12-16|489148101341|adults_2550_male_urban.json
842-10-4944|180072602925464|Melinda|Powell|F|2884 Shane Meadow|Hartford|IA|50118|41.4596|-93.4022|1027|Fitness centre manager|1948-02-01|9174508637|adults_50up_female_rural.json
669-49-3390|4135386762592387|Jeffrey|Gordon|M|060 Holmes Pike Suite 932|New York City|NY|10025|40.7975|-73.9683|1577385|Barista|1984-02-25|368052591212|adults_2550_male_urban.json
797-31-4256|580892739617|Tina|Murphy|F|4053 Jenkins Centers Suite 897|Oklahoma City|OK|73139|35.3792|-97.5362|640470|Restaurant manager|1948-08-09|372419534566|adults_50up_female_urban.json
261-21-7149|2710384227362733|Catherine|Mccarthy|F|271 Kathleen Village|Fort Pierce|FL|34950|27.4486|-80.3385|89162|Psychologist, forensic|1935-09-18|407292316883|adults_50up_female_urban.json
502-55-9941|2516204298514481|Jared|Tran|M|2169 Jared Walks|Silver Spring|MD|20910|38.9982|-77.0338|282095|Editorial assistant|2000-02-27|30868705010|young_adults_male_urban.json
765-53-9317|213114264710684|Allison|Jones|F|31637 Pamela Spur Apt. 049|Neosho|MO|64850|36.8706|-94.3862|24063|Engineer, civil (contracting)|2000-02-17|202759730568|young_adults_female_urban.json
856-59-3008|4693172947638083909|Natalie|Avila|F|0259 Rodriguez Rapids Apt. 932|Amanda|OH|43102|39.6251|-82.7552|4512|Psychologist, counselling|1965-01-22|174808237006|adults_50up_female_urban.json
185-70-1426|4635049602667653|Samantha|Chavez|F|453 Baker Summit|Gaithersburg|MD|20878|39.1125|-77.2515|135332|Theatre director|1975-10-12|23079585520|adults_2550_female_urban.json
741-01-8285|180040675602088|Alexandra|Espinoza|F|290 Jacob Club|Claremont|CA|91711|34.1092|-117.7183|35705|Meteorologist|1970-05-27|909573697786|adults_50up_female_urban.json
834-31-0534|4890932253332023512|Andrew|Pacheco|M|0193 Campbell Underpass Apt. 369|Tunica|MS|38676|34.6884|-90.3685|6375|Retail merchandiser|1933-03-08|609082881664|adults_50up_male_urban.json
292-89-3411|3533243629620804|Hannah|Francis|F|24412 Sean Isle|Charleston|SC|29412|32.718|-79.9537|195110|Therapist, sports|1979-01-23|345284540479|adults_2550_female_urban.json
